hour,plan_spend,fact_spend,plan_kpi,fact_kpi
0,2692.40,2689.34,9.877,7
1,5799.21,5793.36,21.207,15
2,9118.84,9230.18,33.307,31
3,12334.71,12442.14,45.049,39
4,15318.60,15424.68,56.021,48
5,18022.69,18126.03,66.046,62
6,20586.31,20687.73,75.642,68
7,23078.50,23179.51,85.047,80
8,25615.23,25714.33,94.658,86
9,28120.39,28218.89,104.180,94
10,30618.37,30714.88,113.662,107
11,33028.29,33123.60,122.821,111
12,35314.63,35409.74,131.470,119
13,37540.44,37633.32,139.858,122
14,39617.89,39678.49,147.663,131
15,41611.20,41671.56,155.140,138
16,43565.00,43622.79,162.443,142
17,45430.79,45483.46,169.418,148
18,47277.19,47328.25,176.314,159
19,49132.22,49182.62,183.245,165
20,50973.52,51021.67,190.133,171
21,52846.60,52894.52,197.144,181
22,54864.21,54908.77,204.646,188
23,57142.86,57184.70,213.066,193
24,59835.26,59874.44,222.943,199
25,62942.07,62979.06,234.272,208
26,66261.69,66356.61,246.373,214
27,69477.56,69615.10,258.115,218
28,72461.46,72641.92,269.087,231
29,75165.54,75360.51,279.111,238
30,77729.16,77908.21,288.708,252
31,80221.36,80376.04,298.112,262
32,82758.08,82894.44,307.724,266
33,85263.25,85374.82,317.246,272
34,87761.23,87922.40,326.727,281
35,90171.14,90354.13,335.886,298
36,92457.49,92639.55,344.535,308
37,94683.29,94864.97,352.924,313
38,96760.75,96941.44,360.729,319
39,98754.06,98933.55,368.205,324
40,100707.85,100885.38,375.508,331
41,102573.65,102748.47,382.484,341
42,104420.04,104594.28,389.380,347
43,106275.08,106449.36,396.311,350
44,108116.38,108292.83,403.198,352
45,109989.46,110159.58,410.210,355
46,112007.07,112192.41,417.712,363
47,114285.71,114521.35,426.131,367
48,116978.11,117254.12,436.009,381
49,120084.93,120412.63,447.338,388
50,123404.55,123767.24,459.439,394
51,126620.42,126999.40,471.180,404
52,129604.31,129975.41,482.153,418
53,132308.40,132689.76,492.177,430
54,134872.02,135252.58,501.774,436
55,137364.22,137797.06,511.178,442
56,139900.94,140352.03,520.790,451
57,142406.10,142837.95,530.312,461
58,144904.09,145334.92,539.793,476
59,147314.00,147744.41,548.952,491
60,149600.35,150029.21,557.601,502
61,151826.15,152254.41,565.990,511
62,153903.60,154331.55,573.794,517
63,155896.92,156323.39,581.271,530
64,157850.71,158276.44,588.574,540
65,159716.51,160141.43,595.549,546
66,161562.90,161986.31,602.445,555
67,163417.93,163840.29,609.376,559
68,165259.24,165679.25,616.264,573
69,167132.31,167550.82,623.276,579
70,169149.92,169564.78,630.777,584
71,171428.57,171839.93,639.197,599
